Site,s_graph_value,s_table_name
SCCIS10,P (tot) {TP pTP} (ug/L),sensor_repository_12215
SCCIS10,pH,sensor_repository_12182
SCCIS10,Phaeophytin a (by vol) (mg/L),sensor_repository_12247
SCCIS10,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_12259
SCCIS10,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_12256
SCCIS10,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_12218
SCCIS10,Program Code,sensor_repository_12159
SCCIS10,Program Site Ref,sensor_repository_12158
SCCIS10,Salinity (ppt),sensor_repository_12168
SCCIS10,Sample Type,sensor_repository_12160
SCCIS10,Secchi depth (m),sensor_repository_12188
SCCIS10,Security Level,sensor_repository_12166
SCCIS10,SiO2 (sol react) (ug/L),sensor_repository_12227
SCCIS10,SiO2-Si (sol react) (ug/L),sensor_repository_12230
SCCIS10,Site Ref,sensor_repository_12157
SCCIS10,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_12233
SCCIS10,Temperature (deg C),sensor_repository_12174
SCCIS10,Tide status,sensor_repository_12266
SCCIS10,Turbidity (NTU),sensor_repository_12185
SCCIS10,Water level (SLE) (m),sensor_repository_12268
SCCIS10,Wind direction (°),sensor_repository_12271
SCCIS10,Wind speed (knot),sensor_repository_12274
SCCIS11,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_12459
SCCIS11,Bottom Depth (m),sensor_repository_12429
SCCIS11,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_12462
SCCIS11,Chlorophyll a (by vol) (mg/L),sensor_repository_12473
SCCIS11,Chlorophyll a (in situ) (RFU),sensor_repository_12491
SCCIS11,Chlorophyll a (in situ) (ug/L),sensor_repository_12488
SCCIS11,Chlorophyll b (by vol) (mg/L),sensor_repository_12476
SCCIS11,Chlorophyll c (by vol) (mg/L),sensor_repository_12479
SCCIS11,Chlorophyll sample volume (mL),sensor_repository_12482
SCCIS11,Cloud cover (%),sensor_repository_12501
SCCIS11,Collection Method,sensor_repository_12399
SCCIS11,Conductivity @ 25 deg C (uS/cm),sensor_repository_12409
SCCIS11,Depth (m),sensor_repository_12402
SCCIS11,Depth _s (m),sensor_repository_12401
SCCIS11,Depth measuring point,sensor_repository_12400
SCCIS11,Depth To (m),sensor_repository_12403
SCCIS11,Dissolved Oxygen (% saturation),sensor_repository_12418
SCCIS11,Dissolved Oxygen (mg/L),sensor_repository_12415
SCCIS11,Flow status,sensor_repository_12503
SCCIS11,N (sum sol org) {DON} (ug/L),sensor_repository_12441
SCCIS11,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_12435
SCCIS11,N (tot kjel) {TKN} (ug/L),sensor_repository_12444
SCCIS11,N (tot) {TN pTN} (ug/L),sensor_repository_12432
SCCIS11,NH3-N/NH4-N (sol) (ug/L),sensor_repository_12438
SCCIS11,NO2-N (sol) (ug/L),sensor_repository_12447
SCCIS11,NO3-N (sol) (ug/L),sensor_repository_12450
SCCIS11,Null reading,sensor_repository_12499
SCCIS11,P (tot) {TP pTP} (ug/L),sensor_repository_12453
SCCIS11,pH,sensor_repository_12420
SCCIS11,Phaeophytin a (by vol) (mg/L),sensor_repository_12485
SCCIS11,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_12497
SCCIS11,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_12494
SCCIS11,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_12456
SCCIS11,Program Code,sensor_repository_12397
SCCIS11,Program Site Ref,sensor_repository_12396
SCCIS11,Salinity (ppt),sensor_repository_12406
SCCIS11,Sample Type,sensor_repository_12398
SCCIS11,Secchi depth (m),sensor_repository_12426
SCCIS11,Security Level,sensor_repository_12404
SCCIS11,SiO2 (sol react) (ug/L),sensor_repository_12465
SCCIS11,SiO2-Si (sol react) (ug/L),sensor_repository_12468
SCCIS11,Site Ref,sensor_repository_12395
SCCIS11,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_12471
SCCIS11,Temperature (deg C),sensor_repository_12412
SCCIS11,Tide status,sensor_repository_12504
SCCIS11,Turbidity (NTU),sensor_repository_12423
SCCIS11,Water level (SLE) (m),sensor_repository_12506
SCCIS11,Wind direction (°),sensor_repository_12509
SCCIS11,Wind speed (knot),sensor_repository_12512
SCCIS6,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_11745
SCCIS6,Bottom Depth (m),sensor_repository_11715
SCCIS6,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_11748
SCCIS6,Chlorophyll a (by vol) (mg/L),sensor_repository_11759
SCCIS6,Chlorophyll a (in situ) (RFU),sensor_repository_11777
SCCIS6,Chlorophyll a (in situ) (ug/L),sensor_repository_11774
SCCIS6,Chlorophyll b (by vol) (mg/L),sensor_repository_11762
SCCIS6,Chlorophyll c (by vol) (mg/L),sensor_repository_11765
SCCIS6,Chlorophyll sample volume (mL),sensor_repository_11768
SCCIS6,Cloud cover (%),sensor_repository_11787
SCCIS6,Collection Method,sensor_repository_11685
SCCIS6,Conductivity @ 25 deg C (uS/cm),sensor_repository_11695
SCCIS6,Depth (m),sensor_repository_11688
SCCIS6,Depth _s (m),sensor_repository_11687
SCCIS6,Depth measuring point,sensor_repository_11686
SCCIS6,Depth To (m),sensor_repository_11689
SCCIS6,Dissolved Oxygen (% saturation),sensor_repository_11704
SCCIS6,Dissolved Oxygen (mg/L),sensor_repository_11701
SCCIS6,Flow status,sensor_repository_11789
SCCIS6,N (sum sol org) {DON} (ug/L),sensor_repository_11727
SCCIS6,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_11721
SCCIS6,N (tot kjel) {TKN} (ug/L),sensor_repository_11730
SCCIS6,N (tot) {TN pTN} (ug/L),sensor_repository_11718
SCCIS6,NH3-N/NH4-N (sol) (ug/L),sensor_repository_11724
SCCIS6,NO2-N (sol) (ug/L),sensor_repository_11733
SCCIS6,NO3-N (sol) (ug/L),sensor_repository_11736
SCCIS6,Null reading,sensor_repository_11785
SCCIS6,P (tot) {TP pTP} (ug/L),sensor_repository_11739
SCCIS6,pH,sensor_repository_11706
SCCIS6,Phaeophytin a (by vol) (mg/L),sensor_repository_11771
SCCIS6,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_11783
SCCIS6,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_11780
SCCIS6,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_11742
SCCIS6,Program Code,sensor_repository_11683
SCCIS6,Program Site Ref,sensor_repository_11682
SCCIS6,Salinity (ppt),sensor_repository_11692
SCCIS6,Sample Type,sensor_repository_11684
SCCIS6,Secchi depth (m),sensor_repository_11712
SCCIS6,Security Level,sensor_repository_11690
SCCIS6,SiO2 (sol react) (ug/L),sensor_repository_11751
SCCIS6,SiO2-Si (sol react) (ug/L),sensor_repository_11754
SCCIS6,Site Ref,sensor_repository_11681
SCCIS6,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_11757
SCCIS6,Temperature (deg C),sensor_repository_11698
SCCIS6,Tide status,sensor_repository_11790
SCCIS6,Turbidity (NTU),sensor_repository_11709
SCCIS6,Water level (SLE) (m),sensor_repository_11792
SCCIS6,Wind direction (°),sensor_repository_11795
SCCIS6,Wind speed (knot),sensor_repository_11798
SCCIS8,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_11983
SCCIS8,Bottom Depth (m),sensor_repository_11953
SCCIS8,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_11986
SCCIS8,Chlorophyll a (by vol) (mg/L),sensor_repository_11997
SCCIS8,Chlorophyll a (in situ) (RFU),sensor_repository_12015
SCCIS8,Chlorophyll a (in situ) (ug/L),sensor_repository_12012
SCCIS8,Chlorophyll b (by vol) (mg/L),sensor_repository_12000
SCCIS8,Chlorophyll c (by vol) (mg/L),sensor_repository_12003
SCCIS8,Chlorophyll sample volume (mL),sensor_repository_12006
SCCIS8,Cloud cover (%),sensor_repository_12025
SCCIS8,Collection Method,sensor_repository_11923
SCCIS8,Conductivity @ 25 deg C (uS/cm),sensor_repository_11933
SCCIS8,Depth (m),sensor_repository_11926
SCCIS8,Depth _s (m),sensor_repository_11925
SCCIS8,Depth measuring point,sensor_repository_11924
SCCIS8,Depth To (m),sensor_repository_11927
SCCIS8,Dissolved Oxygen (% saturation),sensor_repository_11942
SCCIS8,Dissolved Oxygen (mg/L),sensor_repository_11939
SCCIS8,Flow status,sensor_repository_12027
SCCIS8,N (sum sol org) {DON} (ug/L),sensor_repository_11965
SCCIS8,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_11959
SCCIS8,N (tot kjel) {TKN} (ug/L),sensor_repository_11968
SCCIS8,N (tot) {TN pTN} (ug/L),sensor_repository_11956
SCCIS8,NH3-N/NH4-N (sol) (ug/L),sensor_repository_11962
SCCIS8,NO2-N (sol) (ug/L),sensor_repository_11971
SCCIS8,NO3-N (sol) (ug/L),sensor_repository_11974
SCCIS8,Null reading,sensor_repository_12023
SCCIS8,P (tot) {TP pTP} (ug/L),sensor_repository_11977
SCCIS8,pH,sensor_repository_11944
SCCIS8,Phaeophytin a (by vol) (mg/L),sensor_repository_12009
SCCIS8,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_12021
SCCIS8,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_12018
SCCIS8,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_11980
SCCIS8,Program Code,sensor_repository_11921
SCCIS8,Program Site Ref,sensor_repository_11920
SCCIS8,Salinity (ppt),sensor_repository_11930
SCCIS8,Sample Type,sensor_repository_11922
SCCIS8,Secchi depth (m),sensor_repository_11950
SCCIS8,Security Level,sensor_repository_11928
SCCIS8,SiO2 (sol react) (ug/L),sensor_repository_11989
SCCIS8,SiO2-Si (sol react) (ug/L),sensor_repository_11992
SCCIS8,Site Ref,sensor_repository_11919
SCCIS8,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_11995
SCCIS8,Temperature (deg C),sensor_repository_11936
SCCIS8,Tide status,sensor_repository_12028
SCCIS8,Turbidity (NTU),sensor_repository_11947
SCCIS8,Water level (SLE) (m),sensor_repository_12030
SCCIS8,Wind direction (°),sensor_repository_12033
SCCIS8,Wind speed (knot),sensor_repository_12036
SHELLD1,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_12697
SHELLD1,Bottom Depth (m),sensor_repository_12667
SHELLD1,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_12700
SHELLD1,Chlorophyll a (by vol) (mg/L),sensor_repository_12711
SHELLD1,Chlorophyll a (in situ) (RFU),sensor_repository_12729
SHELLD1,Chlorophyll a (in situ) (ug/L),sensor_repository_12726
SHELLD1,Chlorophyll b (by vol) (mg/L),sensor_repository_12714
SHELLD1,Chlorophyll c (by vol) (mg/L),sensor_repository_12717
SHELLD1,Chlorophyll sample volume (mL),sensor_repository_12720
SHELLD1,Cloud cover (%),sensor_repository_12739
SHELLD1,Collection Method,sensor_repository_12637
SHELLD1,Conductivity @ 25 deg C (uS/cm),sensor_repository_12647
SHELLD1,Depth (m),sensor_repository_12640
SHELLD1,Depth _s (m),sensor_repository_12639
SHELLD1,Depth measuring point,sensor_repository_12638
SHELLD1,Depth To (m),sensor_repository_12641
SHELLD1,Dissolved Oxygen (% saturation),sensor_repository_12656
SHELLD1,Dissolved Oxygen (mg/L),sensor_repository_12653
SHELLD1,Flow status,sensor_repository_12741
SHELLD1,N (sum sol org) {DON} (ug/L),sensor_repository_12679
SHELLD1,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_12673
SHELLD1,N (tot kjel) {TKN} (ug/L),sensor_repository_12682
SHELLD1,N (tot) {TN pTN} (ug/L),sensor_repository_12670
SHELLD1,NH3-N/NH4-N (sol) (ug/L),sensor_repository_12676
SHELLD1,NO2-N (sol) (ug/L),sensor_repository_12685
SHELLD1,NO3-N (sol) (ug/L),sensor_repository_12688
SHELLD1,Null reading,sensor_repository_12737
SHELLD1,P (tot) {TP pTP} (ug/L),sensor_repository_12691
SHELLD1,pH,sensor_repository_12658
SHELLD1,Phaeophytin a (by vol) (mg/L),sensor_repository_12723
SHELLD1,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_12735
SHELLD1,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_12732
SHELLD1,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_12694
SHELLD1,Program Code,sensor_repository_12635
SHELLD1,Program Site Ref,sensor_repository_12634
SHELLD1,Salinity (ppt),sensor_repository_12644
SHELLD1,Sample Type,sensor_repository_12636
SHELLD1,Secchi depth (m),sensor_repository_12664
SHELLD1,Security Level,sensor_repository_12642
SHELLD1,SiO2 (sol react) (ug/L),sensor_repository_12703
SHELLD1,SiO2-Si (sol react) (ug/L),sensor_repository_12706
SHELLD1,Site Ref,sensor_repository_12633
SHELLD1,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_12709
SHELLD1,Temperature (deg C),sensor_repository_12650
SHELLD1,Tide status,sensor_repository_12742
SHELLD1,Turbidity (NTU),sensor_repository_12661
SHELLD1,Water level (SLE) (m),sensor_repository_12744
SHELLD1,Wind direction (°),sensor_repository_12747
SHELLD1,Wind speed (knot),sensor_repository_12750
SHELLD2,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_12935
SHELLD2,Bottom Depth (m),sensor_repository_12905
SHELLD2,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_12938
SHELLD2,Chlorophyll a (by vol) (mg/L),sensor_repository_12949
SHELLD2,Chlorophyll a (in situ) (RFU),sensor_repository_12967
SHELLD2,Chlorophyll a (in situ) (ug/L),sensor_repository_12964
SHELLD2,Chlorophyll b (by vol) (mg/L),sensor_repository_12952
SHELLD2,Chlorophyll c (by vol) (mg/L),sensor_repository_12955
SHELLD2,Chlorophyll sample volume (mL),sensor_repository_12958
SHELLD2,Cloud cover (%),sensor_repository_12977
SHELLD2,Collection Method,sensor_repository_12875
SHELLD2,Conductivity @ 25 deg C (uS/cm),sensor_repository_12885
SHELLD2,Depth (m),sensor_repository_12878
SHELLD2,Depth _s (m),sensor_repository_12877
SHELLD2,Depth measuring point,sensor_repository_12876
SHELLD2,Depth To (m),sensor_repository_12879
SHELLD2,Dissolved Oxygen (% saturation),sensor_repository_12894
SHELLD2,Dissolved Oxygen (mg/L),sensor_repository_12891
SHELLD2,Flow status,sensor_repository_12979
SHELLD2,N (sum sol org) {DON} (ug/L),sensor_repository_12917
SHELLD2,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_12911
SHELLD2,N (tot kjel) {TKN} (ug/L),sensor_repository_12920
SHELLD2,N (tot) {TN pTN} (ug/L),sensor_repository_12908
SHELLD2,NH3-N/NH4-N (sol) (ug/L),sensor_repository_12914
SHELLD2,NO2-N (sol) (ug/L),sensor_repository_12923
SHELLD2,NO3-N (sol) (ug/L),sensor_repository_12926
SHELLD2,Null reading,sensor_repository_12975
SHELLD2,P (tot) {TP pTP} (ug/L),sensor_repository_12929
SHELLD2,pH,sensor_repository_12896
SHELLD2,Phaeophytin a (by vol) (mg/L),sensor_repository_12961
SHELLD2,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_12973
SHELLD2,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_12970
SHELLD2,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_12932
SHELLD2,Program Code,sensor_repository_12873
SHELLD2,Program Site Ref,sensor_repository_12872
SHELLD2,Salinity (ppt),sensor_repository_12882
SHELLD2,Sample Type,sensor_repository_12874
SHELLD2,Secchi depth (m),sensor_repository_12902
SHELLD2,Security Level,sensor_repository_12880
SHELLD2,SiO2 (sol react) (ug/L),sensor_repository_12941
SHELLD2,SiO2-Si (sol react) (ug/L),sensor_repository_12944
SHELLD2,Site Ref,sensor_repository_12871
SHELLD2,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_12947
SHELLD2,Temperature (deg C),sensor_repository_12888
SHELLD2,Tide status,sensor_repository_12980
SHELLD2,Turbidity (NTU),sensor_repository_12899
SHELLD2,Water level (SLE) (m),sensor_repository_12982
SHELLD2,Wind direction (°),sensor_repository_12985
SHELLD2,Wind speed (knot),sensor_repository_12988
SJMPLO,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_13173
SJMPLO,Bottom Depth (m),sensor_repository_13143
SJMPLO,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_13176
SJMPLO,Chlorophyll a (by vol) (mg/L),sensor_repository_13187
SJMPLO,Chlorophyll a (in situ) (RFU),sensor_repository_13205
SJMPLO,Chlorophyll a (in situ) (ug/L),sensor_repository_13202
SJMPLO,Chlorophyll b (by vol) (mg/L),sensor_repository_13190
SJMPLO,Chlorophyll c (by vol) (mg/L),sensor_repository_13193
SJMPLO,Chlorophyll sample volume (mL),sensor_repository_13196
SJMPLO,Cloud cover (%),sensor_repository_13215
SJMPLO,Collection Method,sensor_repository_13113
SJMPLO,Conductivity @ 25 deg C (uS/cm),sensor_repository_13123
SJMPLO,Depth (m),sensor_repository_13116
SJMPLO,Depth _s (m),sensor_repository_13115
SJMPLO,Depth measuring point,sensor_repository_13114
SJMPLO,Depth To (m),sensor_repository_13117
SJMPLO,Dissolved Oxygen (% saturation),sensor_repository_13132
SJMPLO,Dissolved Oxygen (mg/L),sensor_repository_13129
SJMPLO,Flow status,sensor_repository_13217
SJMPLO,N (sum sol org) {DON} (ug/L),sensor_repository_13155
SJMPLO,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_13149
SJMPLO,N (tot kjel) {TKN} (ug/L),sensor_repository_13158
SJMPLO,N (tot) {TN pTN} (ug/L),sensor_repository_13146
SJMPLO,NH3-N/NH4-N (sol) (ug/L),sensor_repository_13152
SJMPLO,NO2-N (sol) (ug/L),sensor_repository_13161
SJMPLO,NO3-N (sol) (ug/L),sensor_repository_13164
SJMPLO,Null reading,sensor_repository_13213
SJMPLO,P (tot) {TP pTP} (ug/L),sensor_repository_13167
SJMPLO,pH,sensor_repository_13134
SJMPLO,Phaeophytin a (by vol) (mg/L),sensor_repository_13199
SJMPLO,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_13211
SJMPLO,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_13208
SJMPLO,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_13170
SJMPLO,Program Code,sensor_repository_13111
SJMPLO,Program Site Ref,sensor_repository_13110
SJMPLO,Salinity (ppt),sensor_repository_13120
SJMPLO,Sample Type,sensor_repository_13112
SJMPLO,Secchi depth (m),sensor_repository_13140
SJMPLO,Security Level,sensor_repository_13118
SJMPLO,SiO2 (sol react) (ug/L),sensor_repository_13179
SJMPLO,SiO2-Si (sol react) (ug/L),sensor_repository_13182
SJMPLO,Site Ref,sensor_repository_13109
SJMPLO,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_13185
SJMPLO,Temperature (deg C),sensor_repository_13126
SJMPLO,Tide status,sensor_repository_13218
SJMPLO,Turbidity (NTU),sensor_repository_13137
SJMPLO,Water level (SLE) (m),sensor_repository_13220
SJMPLO,Wind direction (°),sensor_repository_13223
SJMPLO,Wind speed (knot),sensor_repository_13226
STHNR,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_13411
STHNR,Bottom Depth (m),sensor_repository_13381
STHNR,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_13414
STHNR,Chlorophyll a (by vol) (mg/L),sensor_repository_13425
STHNR,Chlorophyll a (in situ) (RFU),sensor_repository_13443
STHNR,Chlorophyll a (in situ) (ug/L),sensor_repository_13440
STHNR,Chlorophyll b (by vol) (mg/L),sensor_repository_13428
STHNR,Chlorophyll c (by vol) (mg/L),sensor_repository_13431
STHNR,Chlorophyll sample volume (mL),sensor_repository_13434
STHNR,Cloud cover (%),sensor_repository_13453
STHNR,Collection Method,sensor_repository_13351
STHNR,Conductivity @ 25 deg C (uS/cm),sensor_repository_13361
STHNR,Depth (m),sensor_repository_13354
STHNR,Depth _s (m),sensor_repository_13353
STHNR,Depth measuring point,sensor_repository_13352
STHNR,Depth To (m),sensor_repository_13355
STHNR,Dissolved Oxygen (% saturation),sensor_repository_13370
STHNR,Dissolved Oxygen (mg/L),sensor_repository_13367
STHNR,Flow status,sensor_repository_13455
STHNR,N (sum sol org) {DON} (ug/L),sensor_repository_13393
STHNR,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_13387
STHNR,N (tot kjel) {TKN} (ug/L),sensor_repository_13396
STHNR,N (tot) {TN pTN} (ug/L),sensor_repository_13384
STHNR,NH3-N/NH4-N (sol) (ug/L),sensor_repository_13390
STHNR,NO2-N (sol) (ug/L),sensor_repository_13399
STHNR,NO3-N (sol) (ug/L),sensor_repository_13402
STHNR,Null reading,sensor_repository_13451
STHNR,P (tot) {TP pTP} (ug/L),sensor_repository_13405
STHNR,pH,sensor_repository_13372
STHNR,Phaeophytin a (by vol) (mg/L),sensor_repository_13437
STHNR,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_13449
STHNR,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_13446
STHNR,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_13408
STHNR,Program Code,sensor_repository_13349
STHNR,Program Site Ref,sensor_repository_13348
STHNR,Salinity (ppt),sensor_repository_13358
STHNR,Sample Type,sensor_repository_13350
STHNR,Secchi depth (m),sensor_repository_13378
STHNR,Security Level,sensor_repository_13356
STHNR,SiO2 (sol react) (ug/L),sensor_repository_13417
STHNR,SiO2-Si (sol react) (ug/L),sensor_repository_13420
STHNR,Site Ref,sensor_repository_13347
STHNR,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_13423
STHNR,Temperature (deg C),sensor_repository_13364
STHNR,Tide status,sensor_repository_13456
